Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
WASHC4,WASH Complex Subunit 4,Protein Coding,Q2M389,49,GC12P105108,26.19006729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC4
ANKS1B,Ankyrin Repeat And Sterile Alpha Motif Domain Containing 1B,Protein Coding,Q7Z6G8,53,GC12M098726,26.18927956,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS1B
COPS6,COP9 Signalosome Subunit 6,Protein Coding,Q7L5N1,50,GC07P100088,26.18922424,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS6
TIE1,Tyrosine Kinase With Immunoglobulin Like And EGF Like Domains 1,Protein Coding,P35590,58,GC01P043300,26.18773651,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIE1
PTPN13,Protein Tyrosine Phosphatase Non-Receptor Type 13,Protein Coding,Q12923,56,GC04P086594,26.11304092,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13
DCLK1,Doublecortin Like Kinase 1,Protein Coding,O15075,57,GC13M035768,26.08058167,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLK1
YES1,"YES Proto-Oncogene 1, Src Family Tyrosine Kinase",Protein Coding,P07947,55,GC18M000721,26.06587982,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1
PRDX6,Peroxiredoxin 6,Protein Coding,P30041,57,GC01P173477,26.03756714,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX6
BRMS1,BRMS1 Transcriptional Repressor And Anoikis Regulator,Protein Coding,Q9HCU9,48,GC11M129060,26.03417206,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRMS1
RPL36,Ribosomal Protein L36,Protein Coding,Q9Y3U8,48,GC19P005674,26.01413918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36
SKIC8,SKI8 Subunit Of Superkiller Complex,Protein Coding,Q9GZS3,47,GC15M155233,25.99197388,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC8
DCAF8,DDB1 And CUL4 Associated Factor 8,Protein Coding,Q5TAQ9,50,GC01M160215,25.94955444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF8
RAD17,RAD17 Checkpoint Clamp Loader Component,Protein Coding,O75943,55,GC05P069369,25.9310627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD17
SLC22A8,Solute Carrier Family 22 Member 8,Protein Coding,Q8TCC7,54,GC11M128882,25.90106392,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8
CD99,CD99 Molecule (Xg Blood Group),Protein Coding,P14209,51,GC0XP002691,25.89650536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD99
VAMP7,Vesicle Associated Membrane Protein 7,Protein Coding,P51809,55,GC0XP155881,25.89567375,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP7
OPN1LW,"Opsin 1, Long Wave Sensitive",Protein Coding,P04000,48,GC0XP154144,25.89255142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN1LW
CREB3L3,CAMP Responsive Element Binding Protein 3 Like 3,Protein Coding,Q68CJ9,51,GC19P004153,25.85068512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L3
ASMT,Acetylserotonin O-Methyltransferase,Protein Coding,P46597,50,GC0XP002536,25.83776093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASMT
DSCAM,DS Cell Adhesion Molecule,Protein Coding,O60469,54,GC21M040010,25.82559967,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAM
ACP3,Acid Phosphatase 3,Protein Coding,P15309,55,GC03P140065,25.80917549,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP3
FABP7,Fatty Acid Binding Protein 7,Protein Coding,O15540,54,GC06P146097,25.7697506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP7
PFKFB3,"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3",Protein Coding,Q16875,56,GC10P006144,25.7183876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3
HLA-DMA,"Major Histocompatibility Complex, Class II, DM Alpha",Protein Coding,P28067,51,GC06M097181,25.71257782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DMA
TFF2,Trefoil Factor 2,Protein Coding,Q03403,52,GC21M042346,25.65752411,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF2
EIF3F,Eukaryotic Translation Initiation Factor 3 Subunit F,Protein Coding,O00303,54,GC11P007970,25.64283371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F
SOCS4,Suppressor Of Cytokine Signaling 4,Protein Coding,Q8WXH5,41,GC14P055027,25.61909866,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS4
EFNA5,Ephrin A5,Protein Coding,P52803,56,GC05M107376,25.59307289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNA5
BLZF1,Basic Leucine Zipper Nuclear Factor 1,Protein Coding,Q9H2G9,50,GC01P169367,25.58150864,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1
CDC7,Cell Division Cycle 7,Protein Coding,O00311,56,GC01P091500,25.57469177,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC7
CTSS,Cathepsin S,Protein Coding,P25774,59,GC01M150730,25.57110023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSS
PRSS8,Serine Protease 8,Protein Coding,Q16651,58,GC16M044987,25.5163784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS8
EPS15,Epidermal Growth Factor Receptor Pathway Substrate 15,Protein Coding,P42566,55,GC01M051354,25.47997475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15
UBR4,Ubiquitin Protein Ligase E3 Component N-Recognin 4,Protein Coding,Q5T4S7,52,GC01M019074,25.45704269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR4
ATOH7,Atonal BHLH Transcription Factor 7,Protein Coding,Q8N100,49,GC10M068230,25.45582962,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOH7
FCGRT,Fc Gamma Receptor And Transporter,Protein Coding,P55899,56,GC19P049506,25.44129753,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGRT
TANC2,"Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 2",Protein Coding,Q9HCD6,48,GC17P123581,25.43780708,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC2
MYBBP1A,MYB Binding Protein 1a,Protein Coding,Q9BQG0,45,GC17M004538,25.4276104,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBBP1A
MT3,Metallothionein 3,Protein Coding,P25713,52,GC16P056589,25.35748482,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3
RBM14,RNA Binding Motif Protein 14,Protein Coding,Q96PK6,50,GC11P094738,25.34012985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM14
ERI1,Exoribonuclease 1,Protein Coding,Q8IV48,49,GC08P009002,25.3216629,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERI1
HNRNPM,Heterogeneous Nuclear Ribonucleoprotein M,Protein Coding,P52272,50,GC19P008444,25.32154465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPM
RPN1,Ribophorin I,Protein Coding,P04843,54,GC03M128619,25.27233887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1
CCKAR,Cholecystokinin A Receptor,Protein Coding,P32238,58,GC04M026483,25.24978256,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKAR
SAMD11,Sterile Alpha Motif Domain Containing 11,Protein Coding,Q96NU1,46,GC01P050628,25.23026466,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD11
RAB1A,"RAB1A, Member RAS Oncogene Family",Protein Coding,P62820,53,GC02M065076,25.17416382,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB1A
SLC2A5,Solute Carrier Family 2 Member 5,Protein Coding,P22732,55,GC01M015276,25.1619873,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A5
THOC1,THO Complex Subunit 1,Protein Coding,Q96FV9,48,GC18M000204,25.1178627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC1
PNMT,Phenylethanolamine N-Methyltransferase,Protein Coding,P11086,56,GC17P039667,25.11380196,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT
PENK,Proenkephalin,Protein Coding,P01210,51,GC08M056436,25.09824181,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PENK
SIK3,SIK Family Kinase 3,Protein Coding,Q9Y2K2,50,GC11M116843,25.09483528,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK3
TTF2,Transcription Termination Factor 2,Protein Coding,Q9UNY4,53,GC01P117060,25.08214951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF2
MAP3K11,Mitogen-Activated Protein Kinase Kinase Kinase 11,Protein Coding,Q16584,58,GC11M129016,25.04043198,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K11
SYVN1,Synoviolin 1,Protein Coding,Q86TM6,52,GC11M128988,24.9905014,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1
BLMH,Bleomycin Hydrolase,Protein Coding,Q13867,57,GC17M030248,24.98624802,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLMH
MIA3,MIA SH3 Domain ER Export Factor 3,Protein Coding,Q5JRA6,48,GC01P222618,24.98385811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA3
ANP32A,Acidic Nuclear Phosphoprotein 32 Family Member A,Protein Coding,P39687,55,GC15M068778,24.96982193,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32A
UBQLN1,Ubiquilin 1,Protein Coding,Q9UMX0,55,GC09M083659,24.94703484,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN1
RPS4X,Ribosomal Protein S4 X-Linked,Protein Coding,P62701,48,GC0XM072255,24.94581032,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4X
PDGFC,Platelet Derived Growth Factor C,Protein Coding,Q9NRA1,54,GC04M156760,24.91722679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFC
RAD9A,RAD9 Checkpoint Clamp Component A,Protein Coding,Q99638,52,GC11P094781,24.87142944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD9A
RBP1,Retinol Binding Protein 1,Protein Coding,P09455,52,GC03M139517,24.86639404,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP1
CRELD1,Cysteine Rich With EGF Like Domains 1,Protein Coding,Q96HD1,53,GC03P022770,24.8575058,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRELD1
SULT2A1,Sulfotransferase Family 2A Member 1,Protein Coding,Q06520,55,GC19M047870,24.85401154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2A1
CCT4,Chaperonin Containing TCP1 Subunit 4,Protein Coding,P50991,51,GC02M061868,24.77387428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT4
PRSS2,Serine Protease 2,Protein Coding,P07478,55,GC07P159696,24.73454666,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS2
PIGF,Phosphatidylinositol Glycan Anchor Biosynthesis Class F,Protein Coding,Q07326,50,GC02M046580,24.73234558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGF
IRS4,Insulin Receptor Substrate 4,Protein Coding,O14654,52,GC0XM108720,24.72900581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4
DTL,Denticleless E3 Ubiquitin Protein Ligase Homolog,Protein Coding,Q9NZJ0,50,GC01P212035,24.71748161,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTL
ZBTB17,Zinc Finger And BTB Domain Containing 17,Protein Coding,Q13105,51,GC01M015943,24.71436882,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB17
MUS81,MUS81 Structure-Specific Endonuclease Subunit,Protein Coding,Q96NY9,52,GC11P094665,24.70166588,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUS81
ADORA2B,Adenosine A2b Receptor,Protein Coding,P29275,60,GC17P122135,24.69193649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2B
SLC32A1,Solute Carrier Family 32 Member 1,Protein Coding,Q9H598,55,GC20P038724,24.6755867,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC32A1
PSMD8,"Proteasome 26S Subunit, Non-ATPase 8",Protein Coding,P48556,51,GC19P038374,24.67208672,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD8
KPNA1,Karyopherin Subunit Alpha 1,Protein Coding,P52294,53,GC03M122421,24.63624191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1
CCT8,Chaperonin Containing TCP1 Subunit 8,Protein Coding,P50990,50,GC21M029055,24.6080246,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT8
CDC16,Cell Division Cycle 16,Protein Coding,Q13042,51,GC13P114234,24.58964157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC16
SLC41A1,Solute Carrier Family 41 Member 1,Protein Coding,Q8IVJ1,51,GC01M205789,24.5667038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC41A1
VRK2,VRK Serine/Threonine Kinase 2,Protein Coding,Q86Y07,52,GC02P057907,24.55167007,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK2
KCNC2,Potassium Voltage-Gated Channel Subfamily C Member 2,Protein Coding,Q96PR1,52,GC12M075040,24.52577591,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC2
METTL14,"Methyltransferase 14, N6-Adenosine-Methyltransferase Non-Catalytic Subunit",Protein Coding,Q9HCE5,50,GC04P118685,24.50618935,https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL14
FCER1A,Fc Epsilon Receptor Ia,Protein Coding,P12319,55,GC01P159283,24.50248146,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER1A
TNPO1,Transportin 1,Protein Coding,Q92973,54,GC05P072816,24.49757576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO1
CSE1L,Chromosome Segregation 1 Like,Protein Coding,P55060,52,GC20P049046,24.48773575,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L
HNRNPF,Heterogeneous Nuclear Ribonucleoprotein F,Protein Coding,P52597,46,GC10M043385,24.44250679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPF
PSMD13,"Proteasome 26S Subunit, Non-ATPase 13",Protein Coding,Q9UNM6,46,GC11P000236,24.42934227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD13
PIDD1,P53-Induced Death Domain Protein 1,Protein Coding,Q9HB75,48,GC11M012519,24.39397621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIDD1
LILRB1,Leukocyte Immunoglobulin Like Receptor B1,Protein Coding,Q8NHL6,55,GC19P123682,24.37838745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB1
PCBP1,Poly(RC) Binding Protein 1,Protein Coding,Q15365,52,GC02P070087,24.36908722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1
UBAP2L,Ubiquitin Associated Protein 2 Like,Protein Coding,Q14157,44,GC01P167192,24.35416985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2L
UNC45B,Unc-45 Myosin Chaperone B,Protein Coding,Q8IWX7,52,GC17P122680,24.35251617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC45B
PTMA,Prothymosin Alpha,Protein Coding,P06454,54,GC02P232978,24.31877136,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTMA
H1-5,"H1.5 Linker Histone, Cluster Member",Protein Coding,P16401,51,GC06M098180,24.31036186,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5
ATF5,Activating Transcription Factor 5,Protein Coding,Q9Y2D1,48,GC19P123451,24.26132965,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF5
SULT1A3,Sulfotransferase Family 1A Member 3,Protein Coding,P0DMM9,47,GC16P030199,24.21956635,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A3
PTGDR,Prostaglandin D2 Receptor,Protein Coding,Q13258,59,GC14P052267,24.21469116,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR
AK1,Adenylate Kinase 1,Protein Coding,P00568,58,GC09M127866,24.17841148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK1
PTPRS,Protein Tyrosine Phosphatase Receptor Type S,Protein Coding,Q13332,56,GC19M095949,24.17487335,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRS
HERPUD1,Homocysteine Inducible ER Protein With Ubiquitin Like Domain 1,Protein Coding,Q15011,47,GC16P056932,24.17258263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERPUD1
SUMO3,Small Ubiquitin Like Modifier 3,Protein Coding,P55854,47,GC21M044805,24.16161537,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO3
MESD,Mesoderm Development LRP Chaperone,Protein Coding,Q14696,50,GC15M152042,24.07942963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MESD
HTR7,5-Hydroxytryptamine Receptor 7,Protein Coding,P34969,58,GC10M090740,24.0687809,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR7
CLASP1,Cytoplasmic Linker Associated Protein 1,Protein Coding,Q7Z460,52,GC02M121337,24.06239319,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLASP1
EPHB1,EPH Receptor B1,Protein Coding,P54762,59,GC03P134795,23.9696064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB1
PAICS,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,Protein Coding,P22234,53,GC04P056435,23.96820831,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS
HOMER1,Homer Scaffold Protein 1,Protein Coding,Q86YM7,54,GC05M079372,23.96590042,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOMER1
AHNAK,AHNAK Nucleoprotein,Protein Coding,Q09666,48,GC11M128833,23.93445396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK
PEA15,Proliferation And Apoptosis Adaptor Protein 15,Protein Coding,Q15121,54,GC01P160205,23.87552834,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEA15
RAE1,Ribonucleic Acid Export 1,Protein Coding,P78406,48,GC20P057351,23.83306313,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAE1
FAM83H,Family With Sequence Similarity 83 Member H,Protein Coding,Q6ZRV2,48,GC08M143723,23.81191444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83H
GTF2H4,General Transcription Factor IIH Subunit 4,Protein Coding,Q92759,48,GC06P144745,23.8092041,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H4
LTBR,Lymphotoxin Beta Receptor,Protein Coding,P36941,53,GC12P006375,23.77596855,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBR
CMIP,C-Maf Inducing Protein,Protein Coding,Q8IY22,48,GC16P098146,23.75040245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMIP
MTNR1A,Melatonin Receptor 1A,Protein Coding,P48039,52,GC04M186533,23.74895287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTNR1A
SDC4,Syndecan 4,Protein Coding,P31431,56,GC20M045325,23.74321365,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4
EGR3,Early Growth Response 3,Protein Coding,Q06889,51,GC08M022687,23.71635056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR3
VIPR1,Vasoactive Intestinal Peptide Receptor 1,Protein Coding,P32241,58,GC03P042490,23.71216202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR1
CCT6A,Chaperonin Containing TCP1 Subunit 6A,Protein Coding,P40227,46,GC07P056051,23.70781326,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A
USP34,Ubiquitin Specific Peptidase 34,Protein Coding,Q70CQ2,50,GC02M061187,23.70095634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP34
ATP5F1D,ATP Synthase F1 Subunit Delta,Protein Coding,P30049,51,GC19P121845,23.69724083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1D
UBQLN4,Ubiquilin 4,Protein Coding,Q9NRR5,52,GC01M164007,23.69014931,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN4
NYX,Nyctalopin,Protein Coding,Q9GZU5,50,GC0XP041447,23.68997002,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NYX
BTC,Betacellulin,Protein Coding,P35070,56,GC04M074744,23.62187767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTC
IMMT,Inner Membrane Mitochondrial Protein,Protein Coding,Q16891,53,GC02M086144,23.59846687,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMT
DIO3,Iodothyronine Deiodinase 3,Protein Coding,P55073,50,GC14P117035,23.58720779,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3
KIR2DS4,"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 4",Protein Coding,P43632,43,GC19P123691,23.57839394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS4
FOCAD,Focadhesin,Protein Coding,Q5VW36,44,GC09P020760,23.55097008,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOCAD
ASCC3,Activating Signal Cointegrator 1 Complex Subunit 3,Protein Coding,Q8N3C0,50,GC06M100508,23.52809334,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC3
TCN1,Transcobalamin 1,Protein Coding,P20061,54,GC11M128746,23.52417374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN1
MYLK3,Myosin Light Chain Kinase 3,Protein Coding,Q32MK0,54,GC16M047343,23.51276398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK3
NR6A1,Nuclear Receptor Subfamily 6 Group A Member 1,Protein Coding,Q15406,50,GC09M124517,23.45255089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR6A1
POLR3F,RNA Polymerase III Subunit F,Protein Coding,Q9H1D9,55,GC20P019539,23.45071602,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3F
RAX,Retina And Anterior Neural Fold Homeobox,Protein Coding,Q9Y2V3,46,GC18M059267,23.40227318,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAX
PIGK,Phosphatidylinositol Glycan Anchor Biosynthesis Class K,Protein Coding,Q92643,55,GC01M077088,23.3817482,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGK
PNOC,Prepronociceptin,Protein Coding,Q13519,51,GC08P028316,23.38065147,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNOC
MAFK,MAF BZIP Transcription Factor K,Protein Coding,O60675,45,GC07P013634,23.37639236,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFK
RNPC3,"RNA Binding Region (RNP1, RRM) Containing 3",Protein Coding,Q96LT9,48,GC01P103525,23.3739624,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3
EIF4G2,Eukaryotic Translation Initiation Factor 4 Gamma 2,Protein Coding,P78344,51,GC11M012953,23.36206055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G2
OPN1MW,"Opsin 1, Medium Wave Sensitive",Protein Coding,P04001,47,GC0XP154182,23.35041618,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN1MW
KCNK18,Potassium Two Pore Domain Channel Subfamily K Member 18,Protein Coding,Q7Z418,51,GC10P117197,23.33094025,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK18
SLC27A1,Solute Carrier Family 27 Member 1,Protein Coding,Q6PCB7,52,GC19P122608,23.31713676,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1
APLNR,Apelin Receptor,Protein Coding,P35414,56,GC11M057233,23.30453873,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLNR
DUSP4,Dual Specificity Phosphatase 4,Protein Coding,Q13115,52,GC08M029350,23.30057144,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP4
HTR2B,5-Hydroxytryptamine Receptor 2B,Protein Coding,P41595,54,GC02M231108,23.29795074,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2B
